server_id,time_s,reason
16,142.54137,max_conn
20,142.54275,max_conn
16,142.54331,max_conn
20,142.54405,max_conn
20,142.54416,max_conn
20,142.54424,max_conn
20,142.54446,max_conn
16,142.54593,max_conn
14,142.54750,max_conn
14,142.54916,max_conn
16,142.54983,max_conn
18,142.55046,max_conn
14,142.55108,max_conn
14,142.55135,max_conn
15,142.55585,max_conn
14,142.55627,max_conn
17,142.55639,max_conn
15,142.55684,max_conn
18,142.55818,max_conn
17,142.55828,max_conn
18,142.55980,max_conn
15,142.56037,max_conn
7,142.56155,max_conn
7,142.56274,max_conn
15,142.56914,max_conn
14,142.56927,max_conn
4,142.57079,max_conn
4,142.57212,max_conn
19,142.57245,max_conn
15,142.57365,max_conn
4,142.57381,max_conn
4,142.57450,max_conn
15,142.57480,max_conn
18,142.57486,max_conn
1,142.57585,max_conn
8,142.57607,max_conn
20,142.57630,max_conn
15,142.57768,max_conn
20,142.57783,max_conn
8,142.58039,max_conn
7,142.58076,max_conn
15,142.58294,max_conn
8,142.58334,max_conn
15,142.58595,max_conn
4,142.59056,max_conn
4,142.59264,max_conn
19,142.59437,max_conn
4,142.59474,max_conn
4,142.59502,max_conn
18,142.59592,max_conn
18,142.59634,max_conn
19,142.59641,max_conn
8,142.59705,max_conn
19,142.59847,max_conn
19,142.59871,max_conn
8,142.60658,max_conn
18,142.61094,max_conn
18,142.61237,max_conn
10,142.61289,max_conn
8,142.61505,max_conn
15,142.61523,max_conn
7,142.61730,max_conn
9,142.61839,max_conn
15,142.61910,max_conn
10,142.61918,max_conn
10,142.61947,max_conn
12,142.62098,max_conn
18,142.62215,max_conn
12,142.62275,max_conn
13,142.62282,max_conn
15,142.62305,max_conn
10,142.62355,max_conn
13,142.62402,max_conn
17,142.62492,max_conn
17,142.62637,max_conn
12,142.62745,max_conn
12,142.62844,max_conn
12,142.62962,max_conn
13,142.63024,max_conn
12,142.63076,max_conn
3,142.63146,max_conn
17,142.63186,max_conn
9,142.63228,max_conn
3,142.63335,max_conn
13,142.63362,max_conn
10,142.63414,max_conn
10,142.63499,max_conn
12,142.63578,max_conn
10,142.63627,max_conn
9,142.63669,max_conn
9,142.63775,max_conn
15,142.64247,max_conn
18,142.64268,max_conn
2,142.64300,max_conn
4,142.64315,max_conn
5,142.64498,max_conn
5,142.64536,max_conn
2,142.64542,max_conn
5,142.64542,max_conn
6,142.64659,max_conn
6,142.64944,max_conn
2,142.65169,max_conn
15,142.65389,max_conn
12,142.65413,max_conn
2,142.65851,max_conn
19,142.66383,max_conn
20,142.66385,max_conn
20,142.66393,max_conn
17,142.66987,max_conn
20,142.67168,max_conn
5,142.67295,max_conn
20,142.67362,max_conn
12,142.67445,max_conn
5,142.67630,max_conn
9,142.67707,max_conn
9,142.67750,max_conn
5,142.67800,max_conn
5,142.68312,max_conn
20,142.68808,max_conn
9,142.68818,max_conn
18,142.69067,max_conn
2,142.69384,max_conn
16,142.69492,max_conn
16,142.69521,max_conn
2,142.69558,max_conn
10,142.69606,max_conn
16,142.69761,max_conn
2,142.69858,max_conn
10,142.69928,max_conn
10,142.70147,max_conn
11,142.70445,max_conn
2,142.70602,max_conn
2,142.70701,max_conn
17,142.70745,max_conn
19,142.70763,max_conn
10,142.70798,max_conn
6,142.71187,max_conn
6,142.71191,max_conn
6,142.71248,max_conn
11,142.71374,max_conn
17,142.71407,max_conn
6,142.71420,max_conn
17,142.71451,max_conn
17,142.71485,max_conn
5,142.71671,max_conn
11,142.71731,max_conn
2,142.71739,max_conn
14,142.72172,max_conn
6,142.72207,max_conn
6,142.72210,max_conn
19,142.72227,max_conn
2,142.72506,max_conn
16,142.72574,max_conn
2,142.72625,max_conn
7,142.72707,max_conn
13,142.72723,max_conn
14,142.72728,max_conn
16,142.72771,max_conn
5,142.72948,max_conn
13,142.72949,max_conn
2,142.72983,max_conn
12,142.73090,max_conn
2,142.73209,max_conn
17,142.73242,max_conn
17,142.73260,max_conn
11,142.73283,max_conn
16,142.73427,max_conn
6,142.73478,max_conn
19,142.73562,max_conn
20,142.73606,max_conn
6,142.73669,max_conn
11,142.73870,max_conn
19,142.74362,max_conn
4,142.74512,max_conn
17,142.74858,max_conn
19,142.75012,max_conn
13,142.75244,max_conn
7,142.75609,max_conn
7,142.75779,max_conn
14,142.76040,max_conn
14,142.76053,max_conn
8,142.76352,max_conn
8,142.76401,max_conn
7,142.76458,max_conn
7,142.76653,max_conn
4,142.76666,max_conn
11,142.76716,max_conn
17,142.76782,max_conn
11,142.76804,max_conn
7,142.77011,max_conn
19,142.77097,max_conn
3,142.77202,max_conn
8,142.77256,max_conn
7,142.77449,max_conn
4,142.77462,max_conn
15,142.77627,max_conn
13,142.77767,max_conn
3,142.77851,max_conn
11,142.78007,max_conn
8,142.78040,max_conn
13,142.78041,max_conn
3,142.78275,max_conn
1,142.78620,max_conn
15,142.78747,max_conn
8,142.79160,max_conn
8,142.79443,max_conn
20,142.79451,max_conn
11,142.79503,max_conn
1,142.79806,max_conn
1,142.79840,max_conn
8,142.79897,max_conn
1,142.79985,max_conn
8,142.80019,max_conn
15,142.80027,max_conn
18,142.80330,max_conn
5,142.80432,max_conn
13,142.80549,max_conn
5,142.80593,max_conn
13,142.80607,max_conn
15,142.80619,max_conn
15,142.80626,max_conn
1,142.80743,max_conn
15,142.80858,max_conn
15,142.81014,max_conn
15,142.81037,max_conn
18,142.81096,max_conn
18,142.81131,max_conn
18,142.81243,max_conn
13,142.81534,max_conn
20,142.81636,max_conn
17,142.81902,max_conn
17,142.81993,max_conn
20,142.82092,max_conn
13,142.82168,max_conn
13,142.82182,max_conn
13,142.82250,max_conn
19,142.82401,max_conn
14,142.82491,max_conn
16,142.82502,max_conn
14,142.82696,max_conn
19,142.83376,max_conn
7,142.83405,max_conn
14,142.83723,max_conn
7,142.84073,max_conn
14,142.84091,max_conn
12,142.84207,max_conn
14,142.84381,max_conn
17,142.84584,max_conn
7,142.84750,max_conn
7,142.85039,max_conn
17,142.85159,max_conn
17,142.85467,max_conn
16,142.85544,max_conn
9,142.85630,max_conn
16,142.85792,max_conn
15,142.85841,max_conn
9,142.85983,max_conn
16,142.86018,max_conn
16,142.86250,max_conn
7,142.86278,max_conn
9,142.86307,max_conn
17,142.86342,max_conn
7,142.86362,max_conn
15,142.86428,max_conn
20,142.86472,max_conn
17,142.86544,max_conn
12,142.86545,max_conn
17,142.86879,max_conn
16,142.86963,max_conn
16,142.87096,max_conn
11,142.87108,max_conn
12,142.87147,max_conn
12,142.87379,max_conn
11,142.87631,max_conn
2,142.87833,max_conn
16,142.87949,max_conn
10,142.88103,max_conn
5,142.88190,max_conn
15,142.88417,max_conn
12,142.88502,max_conn
5,142.88581,max_conn
4,142.88616,max_conn
4,142.88895,max_conn
3,142.88897,max_conn
11,142.88916,max_conn
2,142.88963,max_conn
5,142.89057,max_conn
2,142.89075,max_conn
9,142.89415,max_conn
8,142.89493,max_conn
10,142.89573,max_conn
10,142.89621,max_conn
4,142.89636,max_conn
5,142.89747,max_conn
10,142.89831,max_conn
9,142.89835,max_conn
5,142.89947,max_conn
15,142.90016,max_conn
5,142.90026,max_conn
10,142.90116,max_conn
20,142.90199,max_conn
1,142.90286,max_conn
1,142.90415,max_conn
1,142.90650,max_conn
14,142.90734,max_conn
20,142.90808,max_conn
2,142.90836,max_conn
9,142.90888,max_conn
5,142.90890,max_conn
17,142.90950,max_conn
9,142.91149,max_conn
2,142.91156,max_conn
6,142.91556,max_conn
20,142.91572,max_conn
20,142.91582,max_conn
1,142.91591,max_conn
1,142.91606,max_conn
14,142.91638,max_conn
13,142.91686,max_conn
2,142.92203,max_conn
11,142.92298,max_conn
20,142.92362,max_conn
9,142.92500,max_conn
4,142.92634,max_conn
14,142.92755,max_conn
6,142.92759,max_conn
14,142.92907,max_conn
20,142.93012,max_conn
20,142.93023,max_conn
3,142.93103,max_conn
5,142.93206,max_conn
15,142.93425,max_conn
3,142.93443,max_conn
5,142.93585,max_conn
16,142.93924,max_conn
13,142.93983,max_conn
12,142.94155,max_conn
15,142.94262,max_conn
5,142.94268,max_conn
15,142.94273,max_conn
13,142.94302,max_conn
5,142.94393,max_conn
13,142.94440,max_conn
14,142.94456,max_conn
12,142.94592,max_conn
13,142.94593,max_conn
15,142.94699,max_conn
15,142.94924,max_conn
17,142.95006,max_conn
13,142.95160,max_conn
14,142.95228,max_conn
20,142.95238,max_conn
20,142.95283,max_conn
17,142.95485,max_conn
12,142.95520,max_conn
20,142.95552,max_conn
11,142.95646,max_conn
11,142.95763,max_conn
11,142.95774,max_conn
3,142.95794,max_conn
17,142.95799,max_conn
12,142.95819,max_conn
5,142.95833,max_conn
17,142.96090,max_conn
6,142.96167,max_conn
3,142.96240,max_conn
2,142.96253,max_conn
3,142.96279,max_conn
5,142.96280,max_conn
17,142.96389,max_conn
17,142.96658,max_conn
12,142.96677,max_conn
5,142.96699,max_conn
15,142.96771,max_conn
12,142.96835,max_conn
17,142.96868,max_conn
11,142.96870,max_conn
15,142.97096,max_conn
15,142.97205,max_conn
3,142.97365,max_conn
8,142.97393,max_conn
13,142.97662,max_conn
13,142.97692,max_conn
17,142.98099,max_conn
7,142.98192,max_conn
13,142.98486,max_conn
6,142.98510,max_conn
16,142.98622,max_conn
4,142.98639,max_conn
16,142.98704,max_conn
14,142.98803,max_conn
8,142.98869,max_conn
5,142.98956,max_conn
16,142.98956,max_conn
14,142.98958,max_conn
7,142.99122,max_conn
14,142.99186,max_conn
5,142.99191,max_conn
13,142.99327,max_conn
13,142.99414,max_conn
7,142.99560,max_conn
14,142.99689,max_conn
13,143.00059,max_conn
3,143.00247,max_conn
7,143.00275,max_conn
3,143.00297,max_conn
10,143.00598,max_conn
3,143.00639,max_conn
3,143.00704,max_conn
16,143.00757,max_conn
3,143.01068,max_conn
4,143.01095,max_conn
7,143.01119,max_conn
8,143.01180,max_conn
2,143.01491,max_conn
2,143.01498,max_conn
8,143.01721,max_conn
8,143.01903,max_conn
3,143.01925,max_conn
3,143.01994,max_conn
4,143.02234,max_conn
8,143.02336,max_conn
8,143.02683,max_conn
4,143.02914,max_conn
11,143.02977,max_conn
15,143.03229,max_conn
6,143.03237,max_conn
20,143.03392,max_conn
4,143.03470,max_conn
15,143.03546,max_conn
4,143.03566,max_conn
15,143.03640,max_conn
11,143.03686,max_conn
10,143.03732,max_conn
4,143.03737,max_conn
6,143.03762,max_conn
15,143.03928,max_conn
20,143.03993,max_conn
11,143.04070,max_conn
10,143.04113,max_conn
15,143.04239,max_conn
15,143.04246,max_conn
18,143.04328,max_conn
16,143.04382,max_conn
17,143.04435,max_conn
2,143.04567,max_conn
2,143.04605,max_conn
18,143.04609,max_conn
18,143.04617,max_conn
4,143.04734,max_conn
18,143.04741,max_conn
4,143.04748,max_conn
2,143.04874,max_conn
17,143.05368,max_conn
10,143.05893,max_conn
17,143.06267,max_conn
10,143.06824,max_conn
17,143.06878,max_conn
5,143.06958,max_conn
10,143.07056,max_conn
8,143.07183,max_conn
7,143.07211,max_conn
18,143.07251,max_conn
11,143.07308,max_conn
10,143.07324,max_conn
18,143.07359,max_conn
5,143.07578,max_conn
10,143.07668,max_conn
6,143.07685,max_conn
10,143.07768,max_conn
7,143.07788,max_conn
10,143.07948,max_conn
10,143.08007,max_conn
10,143.08240,max_conn
19,143.08321,max_conn
11,143.08331,max_conn
17,143.08381,max_conn
15,143.08411,max_conn
14,143.08528,max_conn
19,143.08600,max_conn
19,143.08695,max_conn
8,143.08814,max_conn
19,143.08820,max_conn
6,143.09073,max_conn
1,143.09076,max_conn
1,143.09099,max_conn
11,143.09103,max_conn
15,143.09312,max_conn
1,143.09495,max_conn
19,143.09555,max_conn
19,143.09697,max_conn
16,143.09949,max_conn
16,143.10083,max_conn
16,143.10104,max_conn
19,143.10193,max_conn
8,143.10217,max_conn
8,143.10267,max_conn
16,143.10279,max_conn
11,143.10321,max_conn
19,143.10325,max_conn
8,143.10450,max_conn
4,143.10465,max_conn
16,143.10576,max_conn
1,143.10888,max_conn
16,143.10938,max_conn
9,143.11088,max_conn
16,143.11101,max_conn
5,143.11191,max_conn
5,143.11268,max_conn
16,143.11305,max_conn
9,143.11341,max_conn
5,143.11450,max_conn
8,143.11471,max_conn
4,143.11645,max_conn
5,143.11728,max_conn
16,143.11761,max_conn
9,143.11765,max_conn
9,143.11873,max_conn
18,143.11933,max_conn
4,143.11981,max_conn
9,143.12047,max_conn
14,143.12205,max_conn
18,143.12479,max_conn
2,143.12571,max_conn
9,143.12748,max_conn
18,143.12837,max_conn
4,143.13033,max_conn
1,143.13395,max_conn
12,143.13596,max_conn
6,143.13746,max_conn
6,143.13873,max_conn
2,143.14003,max_conn
19,143.14177,max_conn
19,143.14301,max_conn
5,143.14315,max_conn
1,143.14435,max_conn
3,143.14448,max_conn
19,143.14562,max_conn
16,143.14782,max_conn
19,143.14791,max_conn
13,143.15064,max_conn
3,143.15320,max_conn
13,143.15442,max_conn
2,143.15547,max_conn
13,143.15548,max_conn
13,143.15623,max_conn
5,143.15656,max_conn
18,143.15982,max_conn
18,143.16208,max_conn
13,143.16225,max_conn
12,143.16470,max_conn
7,143.16479,max_conn
12,143.16490,max_conn
9,143.16500,max_conn
17,143.16520,max_conn
9,143.16584,max_conn
3,143.16649,max_conn
18,143.16810,max_conn
9,143.16869,max_conn
14,143.16963,max_conn
14,143.17018,max_conn
11,143.17101,max_conn
17,143.17503,max_conn
11,143.17580,max_conn
14,143.17582,max_conn
11,143.17593,max_conn
15,143.17640,max_conn
14,143.17642,max_conn
19,143.17960,max_conn
6,143.18586,max_conn
14,143.18858,max_conn
13,143.18883,max_conn
3,143.18943,max_conn
7,143.19004,max_conn
11,143.19166,max_conn
13,143.19175,max_conn
8,143.19207,max_conn
6,143.19463,max_conn
2,143.20167,max_conn
2,143.20185,max_conn
11,143.20279,max_conn
7,143.20395,max_conn
15,143.20509,max_conn
13,143.20522,max_conn
7,143.20741,max_conn
12,143.20771,max_conn
17,143.20785,max_conn
7,143.20813,max_conn
3,143.20837,max_conn
15,143.20916,max_conn
13,143.21149,max_conn
4,143.21381,max_conn
11,143.21393,max_conn
4,143.21416,max_conn
12,143.21504,max_conn
12,143.21555,max_conn
6,143.21612,max_conn
3,143.21612,max_conn
4,143.21698,max_conn
4,143.21718,max_conn
15,143.21767,max_conn
5,143.21861,max_conn
6,143.21898,max_conn
2,143.22375,max_conn
6,143.22399,max_conn
15,143.22460,max_conn
2,143.22502,max_conn
2,143.22591,max_conn
6,143.22674,max_conn
20,143.22879,max_conn
6,143.22916,max_conn
20,143.22957,max_conn
20,143.22969,max_conn
10,143.23029,max_conn
4,143.23282,max_conn
15,143.23311,max_conn
15,143.23320,max_conn
5,143.23442,max_conn
3,143.23459,max_conn
5,143.23491,max_conn
20,143.23521,max_conn
15,143.23639,max_conn
13,143.23968,max_conn
10,143.24368,max_conn
2,143.24512,max_conn
7,143.24935,max_conn
7,143.24946,max_conn
2,143.24958,max_conn
11,143.25054,max_conn
13,143.25069,max_conn
10,143.25070,max_conn
20,143.25205,max_conn
10,143.25291,max_conn
7,143.25344,max_conn
11,143.25471,max_conn
18,143.25719,max_conn
18,143.25963,max_conn
18,143.26355,max_conn
10,143.27010,max_conn
1,143.27037,max_conn
1,143.27052,max_conn
7,143.27358,max_conn
18,143.27561,max_conn
7,143.27738,max_conn
16,143.27942,max_conn
20,143.28050,max_conn
10,143.28095,max_conn
1,143.28164,max_conn
1,143.28175,max_conn
4,143.28195,max_conn
15,143.28219,max_conn
4,143.28371,max_conn
4,143.28629,max_conn
19,143.28976,max_conn
19,143.29149,max_conn
19,143.29204,max_conn
17,143.29405,max_conn
16,143.29466,max_conn
19,143.29565,max_conn
16,143.29582,max_conn
16,143.29860,max_conn
16,143.29961,max_conn
11,143.30542,max_conn
19,143.30579,max_conn
16,143.30717,max_conn
16,143.30730,max_conn
16,143.30832,max_conn
16,143.31076,max_conn
16,143.31098,max_conn
2,143.31186,max_conn
11,143.31234,max_conn
7,143.31365,max_conn
18,143.31388,max_conn
2,143.31992,max_conn
2,143.32747,max_conn
5,143.32777,max_conn
18,143.32788,max_conn
19,143.32892,max_conn
20,143.32932,max_conn
19,143.33073,max_conn
14,143.33223,max_conn
5,143.33638,max_conn
6,143.33651,max_conn
10,143.34045,max_conn
6,143.34655,max_conn
18,143.35020,max_conn
5,143.35115,max_conn
10,143.35492,max_conn
14,143.35625,max_conn
14,143.36064,max_conn
1,143.36353,max_conn
13,143.36569,max_conn
17,143.36714,max_conn
5,143.36735,max_conn
5,143.36776,max_conn
14,143.36973,max_conn
17,143.36975,max_conn
16,143.36987,max_conn
11,143.37024,max_conn
17,143.37056,max_conn
11,143.37120,max_conn
12,143.37125,max_conn
13,143.37204,max_conn
5,143.37469,max_conn
13,143.37509,max_conn
13,143.37534,max_conn
17,143.37574,max_conn
11,143.37679,max_conn
16,143.37742,max_conn
13,143.37760,max_conn
13,143.37848,max_conn
17,143.37854,max_conn
17,143.37973,max_conn
17,143.37989,max_conn
16,143.38247,max_conn
3,143.38701,max_conn
12,143.38828,max_conn
13,143.39064,max_conn
16,143.39148,max_conn
3,143.39385,max_conn
16,143.39529,max_conn
10,143.39544,max_conn
16,143.39733,max_conn
12,143.40034,max_conn
3,143.40308,max_conn
12,143.40318,max_conn
3,143.40392,max_conn
3,143.40416,max_conn
11,143.40742,max_conn
11,143.40826,max_conn
3,143.40993,max_conn
19,143.41079,max_conn
9,143.41342,max_conn
8,143.41398,max_conn
1,143.41459,max_conn
14,143.41539,max_conn
17,143.41639,max_conn
8,143.41772,max_conn
1,143.42275,max_conn
17,143.42327,max_conn
19,143.42383,max_conn
6,143.42396,max_conn
8,143.42437,max_conn
19,143.42543,max_conn
17,143.42719,max_conn
14,143.42739,max_conn
8,143.42753,max_conn
18,143.43068,max_conn
8,143.43109,max_conn
1,143.43145,max_conn
15,143.43173,max_conn
18,143.43194,max_conn
17,143.43229,max_conn
15,143.43275,max_conn
3,143.43293,max_conn
15,143.43306,max_conn
6,143.43485,max_conn
10,143.43504,max_conn
20,143.43668,max_conn
6,143.43670,max_conn
13,143.43689,max_conn
20,143.43736,max_conn
12,143.43769,max_conn
17,143.43829,max_conn
14,143.43830,max_conn
10,143.43888,max_conn
15,143.43977,max_conn
15,143.43996,max_conn
12,143.44014,max_conn
20,143.44182,max_conn
20,143.44504,max_conn
6,143.44548,max_conn
3,143.44636,max_conn
18,143.44747,max_conn
14,143.44751,max_conn
3,143.44925,max_conn
20,143.44970,max_conn
18,143.45029,max_conn
1,143.45041,max_conn
13,143.45080,max_conn
6,143.45214,max_conn
15,143.45447,max_conn
8,143.45483,max_conn
8,143.45508,max_conn
15,143.45540,max_conn
15,143.45602,max_conn
8,143.45614,max_conn
6,143.45773,max_conn
6,143.45775,max_conn
15,143.45794,max_conn
14,143.45933,max_conn
15,143.45956,max_conn
10,143.46083,max_conn
10,143.46225,max_conn
10,143.46236,max_conn
17,143.46347,max_conn
17,143.46385,max_conn
17,143.46410,max_conn
17,143.46476,max_conn
2,143.46646,max_conn
7,143.46673,max_conn
1,143.46712,max_conn
11,143.46747,max_conn
7,143.46772,max_conn
10,143.46819,max_conn
7,143.46854,max_conn
6,143.46980,max_conn
17,143.47095,max_conn
7,143.47190,max_conn
17,143.47190,max_conn
14,143.47263,max_conn
17,143.47459,max_conn
8,143.47491,max_conn
8,143.47502,max_conn
7,143.47567,max_conn
1,143.47912,max_conn
5,143.47974,max_conn
5,143.48159,max_conn
1,143.48235,max_conn
9,143.48272,max_conn
10,143.48324,max_conn
16,143.48388,max_conn
15,143.48429,max_conn
1,143.48466,max_conn
16,143.48524,max_conn
5,143.48694,max_conn
7,143.48740,max_conn
16,143.48780,max_conn
11,143.49119,max_conn
17,143.49226,max_conn
4,143.49341,max_conn
15,143.49487,max_conn
9,143.49498,max_conn
9,143.49521,max_conn
4,143.49612,max_conn
9,143.49743,max_conn
18,143.49764,max_conn
16,143.49768,max_conn
17,143.49810,max_conn
12,143.49912,max_conn
4,143.49928,max_conn
4,143.50072,max_conn
15,143.50251,max_conn
10,143.50306,max_conn
4,143.50489,max_conn
4,143.50552,max_conn
3,143.50557,max_conn
2,143.50584,max_conn
11,143.51139,max_conn
11,143.51142,max_conn
3,143.51199,max_conn
20,143.51510,max_conn
9,143.51541,max_conn
19,143.51677,max_conn
20,143.51765,max_conn
14,143.52114,max_conn
19,143.52208,max_conn
8,143.52336,max_conn
1,143.52401,max_conn
8,143.52446,max_conn
2,143.52460,max_conn
11,143.52566,max_conn
9,143.52603,max_conn
2,143.52900,max_conn
12,143.54535,max_conn
12,143.54551,max_conn
9,143.55264,max_conn
1,143.55339,max_conn
2,143.55347,max_conn
5,143.55465,max_conn
13,143.55530,max_conn
16,143.55531,max_conn
4,143.55811,max_conn
4,143.55967,max_conn
1,143.55977,max_conn
9,143.56200,max_conn
13,143.56336,max_conn
1,143.56435,max_conn
11,143.56468,max_conn
2,143.56489,max_conn
4,143.56592,max_conn
12,143.56621,max_conn
12,143.56627,max_conn
20,143.56711,max_conn
12,143.56730,max_conn
20,143.56902,max_conn
3,143.57083,max_conn
20,143.57189,max_conn
11,143.57510,max_conn
20,143.57546,max_conn
18,143.57583,max_conn
20,143.57589,max_conn
12,143.57780,max_conn
12,143.57860,max_conn
1,143.57972,max_conn
12,143.58017,max_conn
9,143.58094,max_conn
1,143.58243,max_conn
13,143.58654,max_conn
4,143.58674,max_conn
5,143.58755,max_conn
8,143.58828,max_conn
7,143.59032,max_conn
3,143.59200,max_conn
8,143.59245,max_conn
18,143.59293,max_conn
3,143.59296,max_conn
3,143.59303,max_conn
18,143.59427,max_conn
13,143.59587,max_conn
9,143.59661,max_conn
8,143.59710,max_conn
13,143.59948,max_conn
12,143.60415,max_conn
13,143.60518,max_conn
13,143.60706,max_conn
13,143.61172,max_conn
18,143.61309,max_conn
2,143.61875,max_conn
12,143.61959,max_conn
2,143.61971,max_conn
6,143.62030,max_conn
13,143.62135,max_conn
6,143.62246,max_conn
6,143.62328,max_conn
12,143.62584,max_conn
8,143.62644,max_conn
9,143.62823,max_conn
12,143.63156,max_conn
4,143.63349,max_conn
8,143.63373,max_conn
16,143.63421,max_conn
8,143.63472,max_conn
18,143.63649,max_conn
6,143.63788,max_conn
3,143.63797,max_conn
6,143.63889,max_conn
10,143.63890,max_conn
6,143.64052,max_conn
5,143.64157,max_conn
6,143.64476,max_conn
10,143.64485,max_conn
10,143.64571,max_conn
10,143.64596,max_conn
6,143.64598,max_conn
6,143.64643,max_conn
6,143.64708,max_conn
11,143.65076,max_conn
17,143.65094,max_conn
4,143.65208,max_conn
3,143.65296,max_conn
17,143.65412,max_conn
9,143.65463,max_conn
7,143.65539,max_conn
9,143.65546,max_conn
20,143.65595,max_conn
16,143.65670,max_conn
13,143.65752,max_conn
11,143.65877,max_conn
7,143.66061,max_conn
16,143.66085,max_conn
17,143.66330,max_conn
14,143.66376,max_conn
6,143.66509,max_conn
6,143.66563,max_conn
10,143.66601,max_conn
6,143.66621,max_conn
6,143.66627,max_conn
14,143.66759,max_conn
16,143.66825,max_conn
16,143.66928,max_conn
14,143.67039,max_conn
14,143.67172,max_conn
4,143.67355,max_conn
9,143.67409,max_conn
9,143.67413,max_conn
9,143.67446,max_conn
13,143.67605,max_conn
9,143.67671,max_conn
17,143.67672,max_conn
13,143.67679,max_conn
11,143.68081,max_conn
17,143.68264,max_conn
2,143.68319,max_conn
15,143.68372,max_conn
20,143.68408,max_conn
11,143.69004,max_conn
20,143.69085,max_conn
20,143.69213,max_conn
15,143.69276,max_conn
9,143.69303,max_conn
15,143.69644,max_conn
15,143.69696,max_conn
15,143.69820,max_conn
11,143.69827,max_conn
7,143.69917,max_conn
3,143.69933,max_conn
2,143.69971,max_conn
7,143.69978,max_conn
3,143.70118,max_conn
15,143.70303,max_conn
5,143.70379,max_conn
3,143.70400,max_conn
1,143.70514,max_conn
1,143.70573,max_conn
3,143.70700,max_conn
19,143.70709,max_conn
5,143.70797,max_conn
19,143.71079,max_conn
7,143.71357,max_conn
20,143.71990,max_conn
2,143.72078,max_conn
1,143.72252,max_conn
2,143.72326,max_conn
20,143.72343,max_conn
8,143.72368,max_conn
9,143.72673,max_conn
3,143.72718,max_conn
3,143.72778,max_conn
9,143.72900,max_conn
19,143.72944,max_conn
19,143.73027,max_conn
20,143.73034,max_conn
11,143.73109,max_conn
19,143.73154,max_conn
19,143.73232,max_conn
1,143.73489,max_conn
15,143.73748,max_conn
20,143.73862,max_conn
10,143.73873,max_conn
12,143.73879,max_conn
1,143.73891,max_conn
15,143.73979,max_conn
5,143.73984,max_conn
2,143.74008,max_conn
14,143.74016,max_conn
14,143.74106,max_conn
15,143.74187,max_conn
1,143.74336,max_conn
7,143.74403,max_conn
14,143.74423,max_conn
1,143.74493,max_conn
12,143.74575,max_conn
1,143.74675,max_conn
15,143.74735,max_conn
5,143.74795,max_conn
11,143.74916,max_conn
5,143.75007,max_conn
13,143.75169,max_conn
19,143.75403,max_conn
13,143.75426,max_conn
19,143.75457,max_conn
17,143.75749,max_conn
17,143.76027,max_conn
13,143.76105,max_conn
13,143.76246,max_conn
9,143.76376,max_conn
19,143.76446,max_conn
19,143.76524,max_conn
19,143.76719,max_conn
20,143.76813,max_conn
11,143.76921,max_conn
14,143.77292,max_conn
14,143.77555,max_conn
14,143.77621,max_conn
5,143.77882,max_conn
11,143.77994,max_conn
14,143.78121,max_conn
14,143.78173,max_conn
5,143.78176,max_conn
14,143.78181,max_conn
19,143.78489,max_conn
12,143.78619,max_conn
9,143.78689,max_conn
12,143.78766,max_conn
19,143.78827,max_conn
19,143.78934,max_conn
4,143.78946,max_conn
4,143.79031,max_conn
12,143.79039,max_conn
12,143.79048,max_conn
12,143.79119,max_conn
4,143.79197,max_conn
20,143.79285,max_conn
20,143.79304,max_conn
11,143.79518,max_conn
9,143.79881,max_conn
9,143.79887,max_conn
9,143.79956,max_conn
14,143.80021,max_conn
3,143.80036,max_conn
10,143.80048,max_conn
19,143.80130,max_conn
11,143.80136,max_conn
11,143.80139,max_conn
8,143.80214,max_conn
12,143.80266,max_conn
3,143.80343,max_conn
13,143.80365,max_conn
8,143.80371,max_conn
9,143.80459,max_conn
8,143.80636,max_conn
1,143.80696,max_conn
4,143.80709,max_conn
3,143.80856,max_conn
4,143.81332,max_conn
11,143.81392,max_conn
10,143.81405,max_conn
8,143.81439,max_conn
12,143.81453,max_conn
4,143.81453,max_conn
8,143.81509,max_conn
8,143.81550,max_conn
9,143.81557,max_conn
11,143.81650,max_conn
11,143.81696,max_conn
13,143.81958,max_conn
10,143.82311,max_conn
7,143.82805,max_conn
8,143.82921,max_conn
7,143.82945,max_conn
4,143.83004,max_conn
16,143.83099,max_conn
7,143.83208,max_conn
3,143.83216,max_conn
16,143.83290,max_conn
7,143.83313,max_conn
4,143.83429,max_conn
3,143.83585,max_conn
16,143.83595,max_conn
19,143.83658,max_conn
3,143.83658,max_conn
10,143.83665,max_conn
12,143.83668,max_conn
16,143.83843,max_conn
10,143.84045,max_conn
16,143.84168,max_conn
16,143.84241,max_conn
19,143.84566,max_conn
6,143.84652,max_conn
10,143.84708,max_conn
10,143.84858,max_conn
13,143.84872,max_conn
13,143.85180,max_conn
19,143.85236,max_conn
2,143.85257,max_conn
16,143.85462,max_conn
8,143.85600,max_conn
6,143.85652,max_conn
16,143.85658,max_conn
12,143.85680,max_conn
6,143.85789,max_conn
18,143.85811,max_conn
12,143.86364,max_conn
16,143.86365,max_conn
19,143.86599,max_conn
12,143.86688,max_conn
6,143.86949,max_conn
6,143.87030,max_conn
18,143.87091,max_conn
6,143.87391,max_conn
10,143.87496,max_conn
16,143.87545,max_conn
6,143.87704,max_conn
3,143.87727,max_conn
